Date,Time,Latitude,Longitude
7/9/2011,7:53:12 pm,41.98056,-87.78776167
7/9/2011,7:53:22 pm,41.98019833,-87.78775833
7/9/2011,7:53:32 pm,41.97975167,-87.787765
7/9/2011,7:53:42 pm,41.97935167,-87.78775333
7/9/2011,7:53:52 pm,41.97885,-87.78776333
7/9/2011,7:54:02 pm,41.97839833,-87.78777333
7/9/2011,7:54:12 pm,41.97799,-87.78776
7/9/2011,7:54:22 pm,41.977495,-87.78777833
7/9/2011,7:55:42 pm,41.97537333,-87.78783667
7/9/2011,7:55:52 pm,41.97482333,-87.78784167
7/9/2011,7:56:02 pm,41.97428333,-87.78786667
7/9/2011,7:56:12 pm,41.97381,-87.78788
7/9/2011,7:56:22 pm,41.97335333,-87.78788
7/9/2011,7:56:32 pm,41.972905,-87.78789333
7/9/2011,7:56:42 pm,41.97244667,-87.78789333
7/9/2011,7:56:52 pm,41.97191833,-87.78792167
7/9/2011,7:57:02 pm,41.97138333,-87.78792833
7/9/2011,7:57:12 pm,41.97089833,-87.78792
7/9/2011,7:57:22 pm,41.9704,-87.78794667
7/9/2011,7:57:32 pm,41.96987,-87.78796167
7/9/2011,7:57:42 pm,41.96934,-87.78797833
7/9/2011,7:58:12 pm,41.96855333,-87.788695
7/9/2011,7:58:22 pm,41.96855667,-87.78910833
7/9/2011,7:58:32 pm,41.96876333,-87.78914833
7/9/2011,7:59:02 pm,41.96886667,-87.789165
7/9/2011,7:59:12 pm,41.969145,-87.78917667
7/9/2011,7:59:22 pm,41.96942167,-87.78920167
7/9/2011,7:59:32 pm,41.96969167,-87.78920333
7/9/2011,7:59:52 pm,41.97025333,-87.78924667
7/9/2011,8:00:02 pm,41.97064833,-87.78924333
7/9/2011,8:00:12 pm,41.97099667,-87.78923333
7/9/2011,8:00:22 pm,41.97138333,-87.789225
7/9/2011,8:00:32 pm,41.97171,-87.78922667
7/9/2011,8:00:42 pm,41.972065,-87.78924833
7/9/2011,8:00:52 pm,41.972455,-87.78924333
7/9/2011,8:01:02 pm,41.97281,-87.78924667
7/9/2011,8:01:12 pm,41.97314667,-87.78923667
7/9/2011,8:01:22 pm,41.97341833,-87.78921833
7/9/2011,8:01:42 pm,41.97410167,-87.78922833
7/9/2011,8:01:52 pm,41.97458667,-87.78921667
7/9/2011,8:02:02 pm,41.97494833,-87.78920833
7/9/2011,8:02:32 pm,41.97546667,-87.78917333
7/9/2011,8:02:42 pm,41.97595333,-87.78916
7/9/2011,8:03:02 pm,41.97642833,-87.78913833
7/9/2011,8:03:12 pm,41.97680667,-87.78914833
7/9/2011,8:03:22 pm,41.97719667,-87.78914
7/9/2011,8:03:32 pm,41.97752833,-87.78915667
7/9/2011,8:03:42 pm,41.97795833,-87.78915167
7/9/2011,8:03:52 pm,41.97835,-87.78916333
7/9/2011,8:04:02 pm,41.978745,-87.78914333
7/9/2011,8:04:12 pm,41.97916,-87.78913167
7/9/2011,8:04:32 pm,41.9799,-87.789125
7/9/2011,8:04:42 pm,41.98041333,-87.78911833
7/9/2011,8:05:02 pm,41.980715,-87.78970167
7/9/2011,8:05:12 pm,41.98075167,-87.79012
7/9/2011,8:05:22 pm,41.980585,-87.79022667
7/9/2011,8:05:32 pm,41.98025167,-87.79021333
7/9/2011,8:05:42 pm,41.97995,-87.79021833
7/9/2011,8:05:52 pm,41.97959667,-87.79020833
7/9/2011,8:06:02 pm,41.97931167,-87.790195
7/9/2011,8:06:12 pm,41.979005,-87.79020333
7/9/2011,8:06:22 pm,41.97863667,-87.79020167
7/9/2011,8:06:32 pm,41.97833167,-87.79019833
7/9/2011,8:06:52 pm,41.97771,-87.790205
7/9/2011,8:07:02 pm,41.97734333,-87.79021333
7/9/2011,8:07:22 pm,41.97710667,-87.79023667
7/9/2011,8:07:32 pm,41.97670667,-87.79022333
7/9/2011,8:07:42 pm,41.97629833,-87.79024
7/9/2011,8:07:52 pm,41.975905,-87.79025167
7/9/2011,8:08:02 pm,41.97558833,-87.79024167
7/9/2011,8:08:12 pm,41.97526,-87.790225
7/9/2011,8:08:22 pm,41.97480333,-87.79024667
7/9/2011,8:08:32 pm,41.97428,-87.79024333
7/9/2011,8:08:42 pm,41.973785,-87.790255
7/9/2011,8:08:52 pm,41.973175,-87.79026833
7/9/2011,8:09:02 pm,41.972635,-87.79028
7/9/2011,8:09:12 pm,41.97225833,-87.79029667
7/9/2011,8:09:22 pm,41.97170333,-87.79031333
7/9/2011,8:09:32 pm,41.97111,-87.79032167
7/9/2011,8:09:42 pm,41.97061667,-87.79034
7/9/2011,8:09:52 pm,41.970415,-87.79048833
7/9/2011,8:10:32 pm,41.97089833,-87.79150667
7/9/2011,8:10:42 pm,41.971325,-87.79150333
7/9/2011,8:10:52 pm,41.97179333,-87.791505
7/9/2011,8:11:02 pm,41.97223167,-87.79152167
7/9/2011,8:11:12 pm,41.97272333,-87.791525
7/9/2011,8:11:22 pm,41.97323833,-87.79152833
7/9/2011,8:11:32 pm,41.973685,-87.79153333
7/9/2011,8:11:42 pm,41.97424333,-87.791545
7/9/2011,8:11:52 pm,41.97473167,-87.79154
7/9/2011,8:12:02 pm,41.97523167,-87.791545
7/9/2011,8:12:32 pm,41.97568333,-87.79157667
7/9/2011,8:12:42 pm,41.976125,-87.79159667
7/9/2011,8:12:52 pm,41.97661,-87.79159
7/9/2011,8:13:02 pm,41.97706167,-87.791575
7/9/2011,8:13:12 pm,41.97745167,-87.79156167
7/9/2011,8:13:22 pm,41.97793667,-87.79154667
7/9/2011,8:13:32 pm,41.97843333,-87.79153667
7/9/2011,8:13:42 pm,41.97887,-87.79152833
7/9/2011,8:13:52 pm,41.978985,-87.79125
7/9/2011,8:14:02 pm,41.97900333,-87.79073833
7/9/2011,8:14:12 pm,41.97920833,-87.79035
7/9/2011,8:14:22 pm,41.97969833,-87.79034167
7/9/2011,8:14:32 pm,41.98018833,-87.790335
7/9/2011,8:14:42 pm,41.98065667,-87.79032833
7/9/2011,8:14:52 pm,41.980805,-87.79074167
7/9/2011,8:15:02 pm,41.98082167,-87.791435
7/9/2011,8:15:12 pm,41.98084167,-87.79205833
7/9/2011,8:15:42 pm,41.980405,-87.79262833
7/9/2011,8:17:22 pm,41.97766167,-87.79268167
7/9/2011,8:17:32 pm,41.9771,-87.79268
7/9/2011,8:17:42 pm,41.97654667,-87.79268833
7/9/2011,8:17:52 pm,41.97599667,-87.79270833
7/9/2011,8:18:02 pm,41.97558667,-87.79271
7/9/2011,8:18:12 pm,41.97513167,-87.79270167
7/9/2011,8:18:22 pm,41.97471167,-87.792675
7/9/2011,8:18:32 pm,41.97419,-87.79271
7/9/2011,8:18:42 pm,41.9737,-87.792705
7/9/2011,8:18:52 pm,41.97314833,-87.79272
7/9/2011,8:19:02 pm,41.97262833,-87.79273333
7/9/2011,8:19:12 pm,41.97220333,-87.79274
7/9/2011,8:19:22 pm,41.97169167,-87.79276
7/9/2011,8:19:32 pm,41.97112333,-87.79276667
7/9/2011,8:19:42 pm,41.970625,-87.79278167
7/9/2011,8:19:52 pm,41.97012667,-87.7928
7/9/2011,8:20:02 pm,41.969605,-87.79279167
7/9/2011,8:20:12 pm,41.969055,-87.79281
7/9/2011,8:20:42 pm,41.968615,-87.79304667
7/9/2011,8:20:52 pm,41.96859,-87.79384667
7/9/2011,8:21:02 pm,41.96878167,-87.79401667
7/9/2011,8:21:12 pm,41.96923833,-87.79403
7/9/2011,8:21:22 pm,41.96972167,-87.79401667
7/9/2011,8:21:32 pm,41.97017167,-87.794005
7/9/2011,8:21:42 pm,41.970575,-87.794015
7/9/2011,8:21:52 pm,41.971,-87.79401833
7/9/2011,8:22:02 pm,41.971445,-87.79401
7/9/2011,8:22:12 pm,41.971885,-87.79400333
7/9/2011,8:22:22 pm,41.97244167,-87.79401
7/9/2011,8:22:32 pm,41.97304333,-87.79398833
7/9/2011,8:22:52 pm,41.97410167,-87.79397333
7/9/2011,8:23:02 pm,41.97469,-87.79396
7/9/2011,8:23:12 pm,41.97515167,-87.79395333
7/9/2011,8:23:22 pm,41.975585,-87.79395167
7/9/2011,8:23:32 pm,41.97613,-87.79394333
7/9/2011,8:23:42 pm,41.97662,-87.79392667
7/9/2011,8:23:52 pm,41.97707,-87.79391667
7/9/2011,8:24:02 pm,41.97766333,-87.79391167
7/9/2011,8:24:12 pm,41.97813667,-87.79390167
7/9/2011,8:24:22 pm,41.97871667,-87.79391167
7/9/2011,8:24:32 pm,41.979255,-87.79390167
7/9/2011,8:24:42 pm,41.97979833,-87.79389833
7/9/2011,8:26:12 pm,41.97803,-87.79508167
7/9/2011,8:26:22 pm,41.97752167,-87.79509333
7/9/2011,8:26:32 pm,41.97702833,-87.79510667
7/9/2011,8:26:42 pm,41.976615,-87.79511333
7/9/2011,8:26:52 pm,41.97628667,-87.79512167
7/9/2011,8:27:02 pm,41.97585,-87.79514167
7/9/2011,8:27:12 pm,41.97550667,-87.79513
7/9/2011,8:27:22 pm,41.97506333,-87.79510333
7/9/2011,8:27:32 pm,41.97452667,-87.795105
7/9/2011,8:27:42 pm,41.97403833,-87.79510333
7/9/2011,8:27:52 pm,41.97354,-87.79512
7/9/2011,8:28:02 pm,41.97299167,-87.79513167
7/9/2011,8:28:12 pm,41.972425,-87.79514667
7/9/2011,8:28:22 pm,41.97185833,-87.79515833
7/9/2011,8:28:32 pm,41.97137,-87.79517167
7/9/2011,8:28:42 pm,41.97085,-87.79518333
7/9/2011,8:28:52 pm,41.97038,-87.79518167
7/9/2011,8:29:02 pm,41.969785,-87.795195
7/9/2011,8:29:12 pm,41.96921167,-87.79520333
7/9/2011,8:29:22 pm,41.968615,-87.79526833
7/9/2011,8:29:32 pm,41.96858,-87.796065
7/9/2011,8:29:42 pm,41.96876167,-87.79645
7/9/2011,8:29:52 pm,41.96927833,-87.79644333
7/9/2011,8:30:02 pm,41.96977833,-87.79644333
7/9/2011,8:30:12 pm,41.97018667,-87.79644667
7/9/2011,8:30:22 pm,41.97072,-87.79645333
7/9/2011,8:30:32 pm,41.97131667,-87.79644
7/9/2011,8:30:42 pm,41.97179167,-87.796445
7/9/2011,8:31:02 pm,41.97196833,-87.79724667
7/9/2011,8:31:12 pm,41.97201,-87.79759667
7/9/2011,8:31:22 pm,41.9725,-87.79760833
7/9/2011,8:31:32 pm,41.97295833,-87.79760833
7/9/2011,8:31:42 pm,41.97349667,-87.79761333
7/9/2011,8:31:52 pm,41.974035,-87.79760833
7/9/2011,8:32:02 pm,41.97465833,-87.79761167
7/9/2011,8:32:12 pm,41.97519833,-87.79760333
7/9/2011,8:32:22 pm,41.97564833,-87.79760167
7/9/2011,8:32:32 pm,41.97623833,-87.79759
7/9/2011,8:32:42 pm,41.97684667,-87.79759833
7/9/2011,8:33:02 pm,41.97818,-87.79757
7/9/2011,8:33:12 pm,41.97866333,-87.79759
7/9/2011,8:33:22 pm,41.97911167,-87.79769667
7/9/2011,8:33:32 pm,41.97972,-87.79768167
7/9/2011,8:33:42 pm,41.98029333,-87.79769167
7/9/2011,8:33:52 pm,41.98088833,-87.79768167
7/9/2011,8:34:02 pm,41.98122333,-87.79768
7/9/2011,8:34:42 pm,41.98160333,-87.79846667
7/9/2011,8:34:52 pm,41.98154,-87.79883833
7/9/2011,8:35:02 pm,41.98109667,-87.79885167
7/9/2011,8:35:12 pm,41.980555,-87.79885
7/9/2011,8:35:22 pm,41.980025,-87.79885167
7/9/2011,8:35:32 pm,41.97951333,-87.79886667
7/9/2011,8:35:52 pm,41.97917,-87.79877167
7/9/2011,8:36:02 pm,41.97865833,-87.79876333
7/9/2011,8:36:12 pm,41.97814667,-87.79877333
7/9/2011,8:36:22 pm,41.97762,-87.798775
7/9/2011,8:36:32 pm,41.97714,-87.79877667
7/9/2011,8:36:42 pm,41.97651,-87.798775
7/9/2011,8:36:52 pm,41.97591667,-87.79877333
7/9/2011,8:37:32 pm,41.97537167,-87.798775
7/9/2011,8:37:42 pm,41.97484167,-87.79879
7/9/2011,8:37:52 pm,41.974265,-87.798805
7/9/2011,8:38:02 pm,41.97377,-87.79879667
7/9/2011,8:38:12 pm,41.973175,-87.798805
7/9/2011,8:38:22 pm,41.97295333,-87.79896667
7/9/2011,8:38:32 pm,41.97262167,-87.79904833
7/9/2011,8:38:42 pm,41.97211,-87.798975
7/9/2011,8:38:52 pm,41.97163833,-87.79881333
7/9/2011,8:39:02 pm,41.97103,-87.79883833
7/9/2011,8:39:12 pm,41.97047833,-87.79883667
7/9/2011,8:39:22 pm,41.96999833,-87.79882167
7/9/2011,8:39:32 pm,41.96944167,-87.79884833
7/9/2011,8:39:42 pm,41.968855,-87.79886667
7/9/2011,8:40:02 pm,41.96853833,-87.799545
7/9/2011,8:40:12 pm,41.96863667,-87.80009667
7/9/2011,8:40:22 pm,41.969055,-87.80007167
7/9/2011,8:40:32 pm,41.96952833,-87.80007167
7/9/2011,8:40:42 pm,41.96998,-87.80006
7/9/2011,8:40:52 pm,41.97032,-87.80004
7/9/2011,8:41:02 pm,41.97085,-87.800045
7/9/2011,8:41:12 pm,41.97137833,-87.80003833
7/9/2011,8:41:22 pm,41.97191,-87.80003333
7/9/2011,8:41:32 pm,41.97251167,-87.80003
7/9/2011,8:41:42 pm,41.97311167,-87.80001833
7/9/2011,8:41:52 pm,41.97357,-87.80000167
7/9/2011,8:42:02 pm,41.97402,-87.79999833
7/9/2011,8:42:12 pm,41.97469,-87.79999667
7/9/2011,8:42:22 pm,41.97526167,-87.79997667
7/9/2011,8:42:32 pm,41.97546667,-87.80014333
7/9/2011,8:42:42 pm,41.97547333,-87.80089167
7/9/2011,8:42:52 pm,41.97525333,-87.80118167
7/9/2011,8:43:02 pm,41.974815,-87.801195
7/9/2011,8:43:12 pm,41.97432833,-87.80118833
7/9/2011,8:43:22 pm,41.97395333,-87.80120833
7/9/2011,8:43:32 pm,41.97354,-87.801205
7/9/2011,8:43:42 pm,41.97298167,-87.801215
7/9/2011,8:43:52 pm,41.97245167,-87.80122333
7/9/2011,8:44:02 pm,41.97197167,-87.80124
7/9/2011,8:44:12 pm,41.97139,-87.80124167
7/9/2011,8:44:22 pm,41.970755,-87.80125833
7/9/2011,8:44:32 pm,41.97014167,-87.80127167
7/9/2011,8:44:42 pm,41.96965167,-87.80127
7/9/2011,8:44:52 pm,41.96911833,-87.801305
7/9/2011,8:45:02 pm,41.96860333,-87.80133167
7/9/2011,8:45:12 pm,41.96844167,-87.80171333
7/9/2011,8:45:22 pm,41.968435,-87.80244667
7/9/2011,8:45:32 pm,41.968825,-87.80252333
7/9/2011,8:45:42 pm,41.969365,-87.80249667
7/9/2011,8:45:52 pm,41.96985667,-87.80248
7/9/2011,8:46:12 pm,41.97067333,-87.80246
7/9/2011,8:46:22 pm,41.97117167,-87.80244667
7/9/2011,8:46:32 pm,41.97167833,-87.80246
7/9/2011,8:46:42 pm,41.972155,-87.802465
7/9/2011,8:46:52 pm,41.97268667,-87.80245667
7/9/2011,8:47:02 pm,41.973255,-87.80245333
7/9/2011,8:47:12 pm,41.97379333,-87.80244167
7/9/2011,8:47:22 pm,41.97433167,-87.80242833
7/9/2011,8:47:32 pm,41.97478833,-87.80243833
7/9/2011,8:47:42 pm,41.97522167,-87.80243167
7/9/2011,8:48:02 pm,41.97542,-87.80243333
7/9/2011,8:48:12 pm,41.97589833,-87.80243667
7/9/2011,8:48:22 pm,41.97638667,-87.80243
7/9/2011,8:48:32 pm,41.97692667,-87.80242
7/9/2011,8:48:42 pm,41.97742333,-87.80242167
7/9/2011,8:48:52 pm,41.97795,-87.80240667
7/9/2011,8:49:02 pm,41.97845167,-87.80238333
7/9/2011,8:49:12 pm,41.97902333,-87.80236833
7/9/2011,8:49:22 pm,41.979645,-87.80236833
7/9/2011,8:49:52 pm,41.98099167,-87.80235167
7/9/2011,8:50:02 pm,41.98148333,-87.802335
7/9/2011,8:50:22 pm,41.98172667,-87.802965
7/9/2011,8:50:32 pm,41.98171333,-87.80344833
7/9/2011,8:50:42 pm,41.98133167,-87.803485
7/9/2011,8:50:52 pm,41.98090333,-87.80352
7/9/2011,8:51:02 pm,41.98043833,-87.80351833
7/9/2011,8:51:12 pm,41.98013333,-87.80353167
7/9/2011,8:51:22 pm,41.97966,-87.80355833
7/9/2011,8:51:32 pm,41.97925167,-87.80356167
7/9/2011,8:51:42 pm,41.97879167,-87.80355333
7/9/2011,8:51:52 pm,41.97826333,-87.803565
7/9/2011,8:52:02 pm,41.97789833,-87.80362833
7/9/2011,8:52:12 pm,41.97787333,-87.80428333
7/9/2011,8:52:32 pm,41.97852167,-87.80467333
7/9/2011,8:52:42 pm,41.97909667,-87.80465833
7/9/2011,8:52:52 pm,41.97973,-87.80466
7/9/2011,8:53:02 pm,41.98032667,-87.804655
7/9/2011,8:53:12 pm,41.98062333,-87.80464833
7/9/2011,8:53:22 pm,41.98123833,-87.804645
7/9/2011,8:55:02 pm,41.97908167,-87.80386
7/9/2011,8:56:02 pm,41.97912833,-87.80457167
7/9/2011,8:56:12 pm,41.97868833,-87.80470667
7/9/2011,8:56:22 pm,41.97813833,-87.80471833
7/9/2011,8:56:32 pm,41.97765333,-87.80473167
7/9/2011,8:56:42 pm,41.97720667,-87.804725
7/9/2011,8:56:52 pm,41.97676833,-87.80473
7/9/2011,8:57:02 pm,41.97619,-87.80475167
7/9/2011,8:57:32 pm,41.97513667,-87.80476167
7/9/2011,8:57:42 pm,41.97475333,-87.80476667
7/9/2011,8:57:52 pm,41.97429833,-87.80477833
7/9/2011,8:58:02 pm,41.97394333,-87.80477167
7/9/2011,8:58:12 pm,41.97382,-87.80434
7/9/2011,8:58:22 pm,41.97382,-87.80394333
7/9/2011,8:59:12 pm,41.97379333,-87.80367333
7/9/2011,8:59:22 pm,41.97380833,-87.80297833
7/9/2011,8:59:32 pm,41.97381,-87.80238333
7/9/2011,8:59:42 pm,41.97382167,-87.801585
7/9/2011,8:59:52 pm,41.97383167,-87.80075
7/9/2011,9:00:02 pm,41.973835,-87.79992167
7/9/2011,9:00:12 pm,41.97384667,-87.799155
7/9/2011,9:00:42 pm,41.97385167,-87.79678333
7/9/2011,9:01:02 pm,41.97386833,-87.795155
7/9/2011,9:01:12 pm,41.97388833,-87.79440667
7/9/2011,9:01:22 pm,41.97389667,-87.79347
7/9/2011,9:01:32 pm,41.97389333,-87.792565
7/9/2011,9:01:52 pm,41.97388833,-87.79095167
7/9/2011,9:02:02 pm,41.97389,-87.79001667
7/9/2011,9:02:12 pm,41.97390333,-87.78914
7/9/2011,9:02:22 pm,41.97389,-87.78853167
7/9/2011,9:02:52 pm,41.97213833,-87.78829667
7/9/2011,9:03:02 pm,41.97206833,-87.788915
7/9/2011,9:03:12 pm,41.97205,-87.78948167
7/9/2011,9:03:22 pm,41.972035,-87.79024333
7/9/2011,9:03:32 pm,41.97203,-87.790975
7/9/2011,9:03:42 pm,41.97202,-87.79181667
7/9/2011,9:03:52 pm,41.972,-87.79266333
7/9/2011,9:04:02 pm,41.97197167,-87.79346
7/9/2011,9:04:12 pm,41.97197833,-87.79421833
7/9/2011,9:04:22 pm,41.97197333,-87.79504333
7/9/2011,9:04:32 pm,41.97195667,-87.79585333
7/9/2011,9:04:42 pm,41.97195667,-87.79672833
7/9/2011,9:04:52 pm,41.971955,-87.79747833
7/9/2011,9:05:02 pm,41.97195667,-87.79833833
7/9/2011,9:05:12 pm,41.97193667,-87.799145
7/9/2011,9:05:22 pm,41.97192667,-87.79989167
7/9/2011,9:05:32 pm,41.97189167,-87.80073333
7/9/2011,9:05:42 pm,41.97189,-87.80157333
7/9/2011,9:05:52 pm,41.971895,-87.80239
7/9/2011,9:06:02 pm,41.97188333,-87.80324333
7/9/2011,9:06:12 pm,41.97187,-87.80408167
7/9/2011,9:06:22 pm,41.97186167,-87.80491333
7/9/2011,9:06:32 pm,41.97186167,-87.80573667
7/9/2011,9:06:42 pm,41.97186167,-87.80652
7/9/2011,9:08:02 pm,41.97016167,-87.80659167
7/9/2011,9:08:12 pm,41.97016333,-87.80604833
7/9/2011,9:08:22 pm,41.970165,-87.80531167
7/9/2011,9:08:32 pm,41.97015833,-87.804705
7/9/2011,9:08:42 pm,41.97016333,-87.803965
7/9/2011,9:08:52 pm,41.97017833,-87.80319667
7/9/2011,9:09:02 pm,41.97018167,-87.80238667
7/9/2011,9:09:12 pm,41.97019333,-87.80157333
7/9/2011,9:09:22 pm,41.97019333,-87.80080333
7/9/2011,9:09:32 pm,41.97018833,-87.800025
7/9/2011,9:09:42 pm,41.97019833,-87.799135
7/9/2011,9:09:52 pm,41.97020167,-87.798375
7/9/2011,9:10:02 pm,41.97023833,-87.79787667
7/9/2011,9:10:12 pm,41.97023833,-87.79722167
7/9/2011,9:10:22 pm,41.970305,-87.79677167
7/9/2011,9:10:32 pm,41.97029833,-87.79618667
7/9/2011,9:10:42 pm,41.970305,-87.79563667
7/9/2011,9:10:52 pm,41.97032167,-87.79493333
7/9/2011,9:11:02 pm,41.97028833,-87.794435
7/9/2011,9:11:12 pm,41.97029167,-87.793615
7/9/2011,9:11:22 pm,41.97029,-87.79285333
7/9/2011,9:11:32 pm,41.97030167,-87.79209
7/9/2011,9:11:42 pm,41.97030333,-87.79138333
7/9/2011,9:11:52 pm,41.97032,-87.79063
7/9/2011,9:12:02 pm,41.97032667,-87.79008167
7/9/2011,9:12:12 pm,41.97035167,-87.78949333
7/9/2011,7:42:12 pm,41.98276667,-87.78819167
7/9/2011,7:42:22 pm,41.98272667,-87.78873667
7/9/2011,7:42:32 pm,41.98274333,-87.789485
7/9/2011,7:42:42 pm,41.98274167,-87.79027667
7/9/2011,7:42:52 pm,41.98275333,-87.791015
7/9/2011,7:43:02 pm,41.982755,-87.791695
7/9/2011,7:43:15 pm,41.98277,-87.79245667
7/9/2011,7:43:30 pm,41.98337,-87.79284167
7/9/2011,7:43:40 pm,41.98391667,-87.79308833
7/9/2011,7:43:40 pm,41.98391667,-87.79308833
7/9/2011,7:44:02 pm,41.98498833,-87.79356333
7/9/2011,7:44:12 pm,41.985455,-87.79379667
7/9/2011,7:44:20 pm,41.985865,-87.79398
7/9/2011,7:44:32 pm,41.98646,-87.794225
7/9/2011,7:44:32 pm,41.98646,-87.794225
7/9/2011,7:44:32 pm,41.98646,-87.794225
